0.00000000e+000	1.36563031e+000	
1.66722241e-002	1.26874588e+000	
3.33444481e-002	1.23445384e+000	
5.00166722e-002	1.18359830e+000	
6.66888963e-002	1.13330772e+000	
8.33611204e-002	1.08366079e+000	
1.00033344e-001	1.05603168e+000	
1.16705569e-001	1.03092163e+000	
1.33377793e-001	1.00597883e+000	
1.50050017e-001	9.81214960e-001	
1.66722241e-001	9.56643918e-001	
1.83394465e-001	9.44217458e-001	
2.00066689e-001	9.31362148e-001	
2.16738913e-001	9.18596598e-001	
2.33411137e-001	9.05924602e-001	
2.50083361e-001	8.93350140e-001	
2.66755585e-001	8.80877390e-001	
2.83427809e-001	8.68510735e-001	
3.00100033e-001	8.56254770e-001	
3.16772257e-001	8.44114317e-001	
3.33444481e-001	8.36320575e-001	
3.50116706e-001	8.31565743e-001	
3.66788930e-001	8.26771638e-001	
3.83461154e-001	8.21995716e-001	
4.00133378e-001	8.17238297e-001	
4.16805602e-001	8.12499705e-001	
4.33477826e-001	8.07780273e-001	
4.50150050e-001	8.03080337e-001	
4.66822274e-001	7.98400242e-001	
4.83494498e-001	7.93740340e-001	
5.00166722e-001	7.90984136e-001	
5.16838946e-001	7.88470159e-001	
5.33511170e-001	7.85961395e-001	
5.50183394e-001	7.83457894e-001	
5.66855619e-001	7.80959706e-001	
5.83527843e-001	7.78466884e-001	
6.00200067e-001	7.75979478e-001	
6.16872291e-001	7.73497541e-001	
6.33544515e-001	7.70971620e-001	
6.50216739e-001	7.67656394e-001	
6.66888963e-001	7.63726855e-001	
6.83561187e-001	7.59817181e-001	
7.00233411e-001	7.55927680e-001	
7.16905635e-001	7.52058666e-001	
7.33577859e-001	7.48210457e-001	
7.50250083e-001	7.44383374e-001	
7.66922307e-001	7.40577746e-001	
7.83594532e-001	7.36793905e-001	
8.00266756e-001	7.33032189e-001	
8.16938980e-001	7.29292939e-001	
8.33611204e-001	7.25576503e-001	
8.50283428e-001	7.21883234e-001	
8.66955652e-001	7.18213488e-001	
8.83627876e-001	7.14567629e-001	
9.00300100e-001	7.10946024e-001	
9.16972324e-001	7.07349045e-001	
9.33644548e-001	7.03777070e-001	
9.50316772e-001	7.00945650e-001	
9.66988996e-001	6.99216645e-001	
9.83661220e-001	6.97074051e-001	
1.00033344e+000	6.94943184e-001	
1.01700567e+000	6.92824152e-001	
1.03367789e+000	6.90717063e-001	
1.05035012e+000	6.88622027e-001	
1.06702234e+000	6.86539155e-001	
1.08369456e+000	6.84468557e-001	
1.10036679e+000	6.82410346e-001	
1.11703901e+000	6.80364633e-001	
1.13371124e+000	6.78331532e-001	
1.15038346e+000	6.76311157e-001	
1.16705569e+000	6.74303621e-001	
1.18372791e+000	6.72309041e-001	
1.20040013e+000	6.70327531e-001	
1.21707236e+000	6.68359208e-001	
1.23374458e+000	6.66404188e-001	
1.25041681e+000	6.64462590e-001	
1.26708903e+000	6.62987201e-001	
1.28376125e+000	6.61979943e-001	
1.30043348e+000	6.60783499e-001	
1.31710570e+000	6.59592336e-001	
1.33377793e+000	6.58406484e-001	
1.35045015e+000	6.57225970e-001	
1.36712237e+000	6.56050824e-001	
1.38379460e+000	6.54881074e-001	
1.40046682e+000	6.53716750e-001	
1.41713905e+000	6.52557880e-001	
1.43381127e+000	6.51404493e-001	
1.45048349e+000	6.50256619e-001	
1.46715572e+000	6.49114287e-001	
1.48382794e+000	6.47977527e-001	
1.50050017e+000	6.46846367e-001	
1.51717239e+000	6.45720837e-001	
1.53384461e+000	6.44600966e-001	
1.55051684e+000	6.43486785e-001	
1.56718906e+000	6.42378322e-001	
1.58386129e+000	6.41275608e-001	
1.60053351e+000	6.40178672e-001	
1.61720574e+000	6.39087544e-001	
1.63387796e+000	6.38002253e-001	
1.65055018e+000	6.36922830e-001	
1.66722241e+000	6.35849304e-001	
1.68389463e+000	6.34781705e-001	
1.70056686e+000	6.33720064e-001	
1.71723908e+000	6.32664409e-001	
1.73391130e+000	6.31614772e-001	
1.75058353e+000	6.30571183e-001	
1.76725575e+000	6.29533670e-001	
1.78392798e+000	6.28502265e-001	
1.80060020e+000	6.27476998e-001	
1.81727242e+000	6.26457898e-001	
1.83394465e+000	6.25444996e-001	
1.85061687e+000	6.24438322e-001	
1.86728910e+000	6.23437907e-001	
1.88396132e+000	6.22548407e-001	
1.90063354e+000	6.21823632e-001	
1.91730577e+000	6.21036514e-001	
1.93397799e+000	6.20253615e-001	
1.95065022e+000	6.19474951e-001	
1.96732244e+000	6.18700539e-001	
1.98399466e+000	6.17930394e-001	
2.00066689e+000	6.17164533e-001	
2.01733911e+000	6.16402971e-001	
2.03401134e+000	6.15645724e-001	
2.05068356e+000	6.14892808e-001	
2.06735579e+000	6.14144239e-001	
2.08402801e+000	6.13400033e-001	
2.10070023e+000	6.12660206e-001	
2.11737246e+000	6.11924774e-001	
2.13404468e+000	6.11193753e-001	
2.15071691e+000	6.10467158e-001	
2.16738913e+000	6.09745006e-001	
2.18406135e+000	6.09027311e-001	
2.20073358e+000	6.08314091e-001	
2.21740580e+000	6.07605360e-001	
2.23407803e+000	6.06901135e-001	
2.25075025e+000	6.06201431e-001	
2.26742247e+000	6.05506263e-001	
2.28409470e+000	6.04815648e-001	
2.30076692e+000	6.04129601e-001	
2.31743915e+000	6.03448138e-001	
2.33411137e+000	6.02771274e-001	
2.35078359e+000	6.02099024e-001	
2.36745582e+000	6.01431405e-001	
2.38412804e+000	6.00768431e-001	
2.40080027e+000	6.00110118e-001	
2.41747249e+000	5.99456481e-001	
2.43414471e+000	5.98807537e-001	
2.45081694e+000	5.98163299e-001	
2.46748916e+000	5.97523783e-001	
2.48416139e+000	5.96889004e-001	
2.50083361e+000	5.96258978e-001	
2.51750584e+000	5.95916782e-001	
2.53417806e+000	5.95614239e-001	
2.55085028e+000	5.95310589e-001	
2.56752251e+000	5.95010225e-001	
